id	ra_deg	dec_deg	z	z_err	q_flag	member_flag	sep_arcmin	R_proj_Mpc
1	3.538292	-30.386028	0.312800	0.000334			2.487	0.6768
2	3.539500	-30.411306	0.318000	0.000334			2.776	0.7555
3	3.551000	-30.363667	0.605599	0.000300		*	2.360	0.6422
4	3.554250	-30.376333	0.308987	0.000203			1.813	0.4933
5	3.554292	-30.382111	0.309801	0.000334			1.699	0.4625
6	3.555667	-30.333306	0.302993	0.000213			3.677	1.0006
7	3.555708	-30.371389	0.306579	0.000233			1.889	0.5140
8	3.557083	-30.410778	0.306098	0.000334			2.012	0.5475
9	3.557750	-30.420944	0.309401	0.000334			2.437	0.6632
10	3.559042	-30.410639	0.297686	0.000307			1.931	0.5256
11	3.559250	-30.349250	0.305335	0.000354			2.744	0.7468
12	3.559958	-30.377833	0.323300	0.000334		*	1.507	0.4100
13	3.560125	-30.335833	0.295324	0.000230			3.443	0.9371
14	3.560583	-30.375278	0.315695	0.000190			1.551	0.4220
15	3.561042	-30.363556	0.306125	0.000177			1.991	0.5417
16	3.562417	-30.371667	0.238078	0.000220		*	1.599	0.4350
17	3.562542	-30.402389	0.302506	0.000177			1.480	0.4026
18	3.563458	-30.352306	0.309861	0.000207			2.477	0.6742
19	3.565250	-30.362167	0.307099	0.000314			1.923	0.5234
20	3.565375	-30.382972	0.302729	0.000274			1.132	0.3081
21	3.565542	-30.341444	0.305975	0.000337			3.026	0.8236
22	3.565583	-30.387111	0.300041	0.000314			1.073	0.2921
23	3.566375	-30.388278	0.302799	0.000334			1.029	0.2800
24	3.568333	-30.358500	0.308807	0.000407			2.031	0.5527
25	3.569833	-30.344194	0.309571	0.000307			2.797	0.7612
26	3.570000	-30.362639	0.299330	0.000360			1.771	0.4819
27	3.570208	-30.386472	0.296438	0.000274			0.840	0.2286
28	3.570417	-30.368944	0.307599	0.000334			1.437	0.3910
29	3.573458	-30.339167	0.301542	0.000170			3.040	0.8272
30	3.573500	-30.422833	0.319061	0.000187			2.157	0.5870
31	3.573958	-30.408833	0.313440	0.000213			1.370	0.3728
32	3.574417	-30.383694	0.255200	0.000334		*	0.680	0.1850
33	3.574917	-30.398389	0.317600	0.000334			0.830	0.2258
34	3.575042	-30.428333	0.316913	0.000230			2.453	0.6676
35	3.575125	-30.377111	0.313857	0.000233			0.899	0.2446
36	3.575583	-30.363750	0.294797	0.000274			1.591	0.4329
37	3.576000	-30.437500	0.313210	0.000183			2.981	0.8113
38	3.576125	-30.359056	0.302339	0.000213			1.849	0.5032
39	3.576667	-30.368778	0.576299	0.000300		*	1.289	0.3508
40	3.577042	-30.379500	0.498298	0.000300		*	0.725	0.1974
41	3.577208	-30.352611	0.301322	0.000254			2.210	0.6015
42	3.578458	-30.448111	0.303914	0.000220			3.593	0.9778
43	3.578500	-30.356944	0.301419	0.000210			1.942	0.5285
44	3.578583	-30.403333	0.316599	0.000334			0.968	0.2635
45	3.579667	-30.409167	0.303103	0.000187			1.280	0.3482
46	3.581000	-30.390806	0.292599	0.000300			0.302	0.0822
47	3.582167	-30.398611	0.298393	0.000400			0.636	0.1731
48	3.583083	-30.433528	0.293663	0.000233			2.700	0.7348
49	3.584417	-30.354556	0.294417	0.000197			2.045	0.5567
50	3.585375	-30.394361	0.310001	0.000334			0.348	0.0947
51	3.585667	-30.366972	0.300064	0.000254			1.299	0.3534
52	3.586000	-30.435389	0.312570	0.000213			2.807	0.7638
53	3.586292	-30.400167	0.300001	0.000334			0.693	0.1887
54	3.586292	-30.447778	0.307940	0.000217			3.550	0.9661
55	3.586333	-30.445889	0.315622	0.000294			3.437	0.9353
56	3.586500	-30.367417	0.300181	0.000237			1.272	0.3461
57	3.587083	-30.404944	0.289600	0.000300			0.981	0.2670
58	3.587333	-30.393361	0.498198	0.000300		*	0.291	0.0791
59	3.587667	-30.396389	0.302683	0.000190			0.472	0.1286
60	3.588042	-30.315444	0.359819	0.000377		*	4.391	1.1950
61	3.588167	-30.395111	0.300201	0.000334			0.402	0.1095
62	3.588667	-30.396083	0.302032	0.000183			0.466	0.1267
63	3.589125	-30.419806	0.304077	0.000217			1.878	0.5110
64	3.589208	-30.387417	0.316369	0.000200			0.169	0.0460
65	3.589250	-30.369111	0.299601	0.000334			1.180	0.3212
66	3.589292	-30.389778	0.314931	0.000190			0.172	0.0469
67	3.590292	-30.382722	0.301382	0.000233			0.411	0.1117
68	3.590292	-30.400417	0.497101	0.000300		*	0.739	0.2010
69	3.591708	-30.407778	0.319574	0.000233			1.184	0.3223
70	3.592042	-30.405694	0.318700	0.000334			1.068	0.2906
71	3.593000	-30.399361	0.308680	0.000173			0.734	0.1996
72	3.594792	-30.391667	0.301015	0.000277			0.479	0.1303
73	3.595917	-30.406222	0.315758	0.000207			1.169	0.3182
74	3.596042	-30.352750	0.254243	0.000300		*	2.210	0.6016
75	3.596292	-30.436167	0.312346	0.000127			2.900	0.7893
76	3.596375	-30.348306	0.288720	0.000757		*	2.474	0.6734
77	3.598500	-30.408389	0.123098	0.000334		*	1.345	0.3662
78	3.598958	-30.397500	0.316699	0.000334			0.847	0.2305
79	3.600042	-30.389722	0.063100	0.000334		*	0.717	0.1951
80	3.600792	-30.426722	0.300328	0.000210			2.407	0.6552
81	3.600958	-30.417806	0.304501	0.000300			1.910	0.5198
82	3.601250	-30.430167	0.070999	0.000334		*	2.611	0.7107
83	3.601333	-30.415333	0.319201	0.000300			1.783	0.4853
84	3.602042	-30.377722	0.301499	0.000334			1.046	0.2848
85	3.604292	-30.414556	0.305708	0.000213			1.815	0.4940
86	3.606458	-30.338917	0.306309	0.000254			3.160	0.8599
87	3.606708	-30.367028	0.303407	0.000267			1.673	0.4552
88	3.607042	-30.403583	0.296398	0.000334			1.402	0.3815
89	3.609542	-30.382139	0.238799	0.000334		*	1.267	0.3447
90	3.610625	-30.395639	0.305191	0.000951			1.330	0.3620
91	3.610750	-30.442139	0.269637	0.000290		*	3.453	0.9397
92	3.611083	-30.320889	0.307259	0.000437			4.262	1.1598
93	3.612375	-30.409222	0.303800	0.000334			1.832	0.4987
94	3.613083	-30.425639	0.315778	0.000223			2.620	0.7130
95	3.613500	-30.370583	0.308934	0.000210			1.777	0.4837
96	3.614750	-30.445278	0.269079	0.000247		*	3.706	1.0086
97	3.622542	-30.419028	0.312363	0.000177			2.619	0.7127
98	3.623750	-30.440111	0.314277	0.000233			3.649	0.9930
99	3.624250	-30.369556	0.295401	0.000334			2.275	0.6192
100	3.625208	-30.409194	0.292999	0.000334			2.364	0.6435
101	3.625917	-30.349722	0.298066	0.000484			3.108	0.8459
102	3.627625	-30.355528	0.311699	0.000300			2.920	0.7947
