id	ra_deg	dec_deg	z	z_err	q_flag	member_flag	sep_arcmin	R_proj_Mpc
1	3.580150	-30.407900	6.556500		1		1.200	0.3265
2	3.578050	-30.413160	6.093800		1		1.533	0.4172
3	3.600420	-30.395110	5.725500		1		0.831	0.2260
4	3.576570	-30.400120	4.021400		1		0.853	0.2322
5	3.590920	-30.392130	3.891300		1		0.321	0.0874
6	3.587270	-30.385500	3.203400		1		0.194	0.0528
7	3.603810	-30.400800	3.203400		1		1.167	0.3175
73	3.573490	-30.386380	0.238200		2		0.674	0.1834
232	3.590580	-30.398920	4.193500		3		0.658	0.1791
261	3.581200	-30.398710	3.408700		3		0.660	0.1796
365	3.590350	-30.410600	3.053700		3		1.336	0.3637
495	3.582260	-30.407170	5.661600		3		1.133	0.3082
562	3.592410	-30.405190	3.691500		3		1.045	0.2843
647	3.575450	-30.411080	3.726514		2		1.459	0.3972
740	3.592760	-30.407020	5.661600		3		1.155	0.3143
850	3.575140	-30.409690	3.879000		2		1.389	0.3781
943	3.598810	-30.398280	5.661600		3		0.871	0.2371
966	3.591990	-30.414040	4.754000		2		1.554	0.4230
1066	3.591330	-30.398640	4.193500		3		0.657	0.1787
1135	3.605640	-30.385220	4.910700		3		1.024	0.2787
1199	3.576300	-30.398990	3.553624		2		0.808	0.2199
1230	3.571130	-30.392950	5.431600		2		0.825	0.2244
1369	3.573040	-30.401720	3.033700		1		1.042	0.2836
1407	3.596330	-30.394230	3.408700		2		0.621	0.1691
1421	3.601360	-30.388690	4.308800		3		0.782	0.2128
1451	3.589130	-30.403420	5.661600		3		0.901	0.2452
1534	3.583530	-30.381310	4.866000		1		0.460	0.1252
1550	3.591860	-30.389260	5.536400		2		0.293	0.0797
1560	3.575050	-30.380690	5.899400		2		0.750	0.2040
1609	3.580260	-30.405820	5.560100		1		1.078	0.2934
1738	3.601590	-30.412700	4.702600		2		1.649	0.4488
1775	3.582200	-30.390920	4.366300		2		0.251	0.0684
1783	3.567710	-30.409350	4.058900		1		1.571	0.4276
1860	3.595450	-30.386280	3.575600		2		0.496	0.1351
1984	3.571810	-30.399320	3.884100		2		0.986	0.2682
2684	3.583060	-30.411890	6.519500		1		1.407	0.3828
2906	3.581980	-30.408340	3.023400		1		1.204	0.3277
2965	3.591110	-30.398970	5.660800		3		0.671	0.1825
1903	3.595860	-30.416500	4.052700		2		1.746	0.4751
2077	3.602020	-30.415740	4.782630		3		1.821	0.4956
2088	3.603450	-30.416760	0.318573		3		1.909	0.5196
2104	3.603180	-30.415710	3.953800		3		1.847	0.5027
2115	3.593800	-30.415450	6.587600		2		1.657	0.4510
2264	3.598820	-30.414600	4.778600		2		1.690	0.4598
2273	3.584450	-30.414880	0.628000		3		1.579	0.4297
2284	3.602650	-30.416960	0.313500		3		1.901	0.5173
2288	3.598960	-30.415880	0.254400		3		1.763	0.4799
2406	3.601620	-30.414210	0.238600		3		1.730	0.4707
2407	3.582260	-30.413740	4.020800		2		1.522	0.4142
2504	3.599770	-30.413950	1.766300		3		1.674	0.4555
2526	3.600160	-30.413610	1.174200		3		1.664	0.4528
2532	3.600210	-30.413760	1.766300		3		1.673	0.4553
2547	3.601360	-30.415360	0.320100		3		1.785	0.4859
2589	3.595260	-30.413970	0.744300		3		1.591	0.4331
2599	3.596260	-30.413210	0.607300		3		1.564	0.4257
2615	3.575520	-30.413200	1.323300		2		1.576	0.4290
2661	3.587530	-30.412740	1.268400		3		1.449	0.3944
2671	3.588880	-30.413340	0.305200		3		1.490	0.4055
2674	3.574350	-30.412530	4.728300		3		1.562	0.4250
2680	3.592100	-30.413110	0.307000		2		1.501	0.4084
2709	3.576960	-30.413440	1.366000		3		1.565	0.4260
2736	3.600540	-30.412200	4.020700		3		1.597	0.4346
2754	3.589230	-30.411820	3.207500		2		1.401	0.3813
2768	3.585710	-30.413970	0.302700		3		1.522	0.4142
2775	3.595740	-30.412080	0.429500		3		1.491	0.4059
2785	3.567630	-30.411870	6.273700		1		1.696	0.4615
2787	3.575830	-30.412360	1.365753		2		1.524	0.4146
2796	3.575030	-30.412190	1.366200		3		1.529	0.4162
2810	3.575390	-30.411910	0.606300		3		1.507	0.4101
2821	3.587920	-30.411610	5.283000		3		1.383	0.3763
2874	3.580240	-30.411350	4.728300		3		1.399	0.3808
2878	3.581230	-30.411580	1.097200		3		1.402	0.3817
