component,comparison,matched_annuli,annular_relative_l1,over_frozen_followup_flag,map_relative_l1
stellar_luminosity,pixels_one_vs_four,24,0.0011081401215523737,False,0.01727691375060984
stellar_luminosity,pixels_two_vs_four,24,0.00017324911908744186,False,0.00495752630223499
atomic_helium,pixels_one_vs_four,24,0.0008945277990216529,False,0.04163863950121012
atomic_helium,pixels_two_vs_four,24,0.00024167059087995343,False,0.013736569730787624
co21,pixels_one_vs_four,16,0.0025357299459002236,False,0.07854259756319022
co21,pixels_two_vs_four,16,0.0007190976449261244,False,0.021246465236872993
