group,branch,kind,amplitude,center,continuum,threshold,mean_retention,sd,minimum,maximum,mean_paired_flux
empirical,boxcar_independent,warp,10,20,actual,fixed_global,0.9171402814027626,0.040315585383291865,0.8462253792867892,0.9695853822944653,1.002329959295847
empirical,boxcar_independent,warp,10,20,source_disabled,per_channel,0.8934348811048295,0.05712195604855993,0.7799157762897161,0.9666708130605446,0.9588234773048114
empirical,boxcar_independent,warp,10,20,source_disabled,fixed_global,0.9171402814027626,0.040315585383291865,0.8462253792867892,0.9695853822944653,1.002329959295847
empirical,boxcar_independent,warp,10,30,actual,per_channel,0.9445892386454728,0.02684220099966865,0.8750904119966828,0.9646612471096336,1.0854113070676927
empirical,boxcar_independent,warp,10,30,actual,fixed_global,0.9444659813837294,0.026955835726296028,0.8742548059586951,0.9641395058161882,1.0831230090965092
empirical,boxcar_independent,warp,10,30,source_disabled,per_channel,0.9445892386454728,0.02684220099966865,0.8750904119966828,0.9646612471096336,1.0854113070676927
empirical,boxcar_independent,warp,10,30,source_disabled,fixed_global,0.9444659813837294,0.026955835726296028,0.8742548059586951,0.9641395058161882,1.0831230090965092
empirical,boxcar_independent,streaming,5,10,actual,per_channel,0.6962076455527093,0.13804289829609637,0.47729773785208013,0.9123702485250728,0.8642204865766141
empirical,boxcar_independent,streaming,5,10,actual,fixed_global,0.6901565180833634,0.14091017453359567,0.4744287421410577,0.9063260464672763,0.8607484252955332
empirical,boxcar_independent,streaming,5,10,source_disabled,per_channel,0.6962076455527093,0.13804289829609637,0.47729773785208013,0.9123702485250728,0.864220486577327
empirical,boxcar_independent,streaming,5,10,source_disabled,fixed_global,0.6901565180833634,0.14091017453359567,0.4744287421410577,0.9063260464672763,0.8607484252962639
empirical,boxcar_independent,streaming,5,20,actual,per_channel,0.38897042585778413,0.26717798389264635,0.006763607810952393,0.844164067978315,0.4813266438649128
empirical,boxcar_independent,streaming,5,20,actual,fixed_global,0.5587820446234006,0.240792874195902,0.17894212594399073,0.8810700284353905,0.7108040485263628
empirical,boxcar_independent,streaming,5,20,source_disabled,per_channel,0.38897042585778413,0.26717798389264635,0.006763607810952393,0.844164067978315,0.4813266438649128
empirical,boxcar_independent,streaming,5,20,source_disabled,fixed_global,0.5587820446234006,0.240792874195902,0.17894212594399073,0.8810700284353905,0.7108040485263628
empirical,boxcar_independent,streaming,5,30,actual,per_channel,0.7337650520224094,0.08937777041509999,0.605934900254195,0.8395770088267915,0.8988343887119701
empirical,boxcar_independent,streaming,5,30,actual,fixed_global,0.7384175202913804,0.09289416911485644,0.5917799875872426,0.8450680207082862,0.9104846382325141
empirical,boxcar_independent,streaming,5,30,source_disabled,per_channel,0.7337650520224094,0.08937777041509999,0.605934900254195,0.8395770088267915,0.8988343887119702
empirical,boxcar_independent,streaming,5,30,source_disabled,fixed_global,0.7384175202913804,0.09289416911485644,0.5917799875872426,0.8450680207082862,0.9104846382325142
empirical,boxcar_independent,streaming,10,10,actual,per_channel,0.9179094754251693,0.02810491284707165,0.869863399537474,0.9501907572753028,1.025883753533402
empirical,boxcar_independent,streaming,10,10,actual,fixed_global,0.9154563067132421,0.03058317939684073,0.8535947982638914,0.9503830090812481,1.0231337870076136
