group,branch,kind,amplitude,center,effect,mean,sd,minimum,maximum,material
empirical,boxcar_independent,warp,5,20,fixed_threshold,0.17636854370567404,0.10699527881892278,0.024081273688883575,0.3461563213209013,True
empirical,boxcar_independent,warp,5,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,warp,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,warp,5,30,fixed_threshold,0.007940381478051492,0.02157635147787946,-0.012265236379039202,0.06833928177675319,False
empirical,boxcar_independent,warp,5,30,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,warp,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,warp,10,10,fixed_threshold,-0.0005707605479132091,0.0027387588986325846,-0.005241835272550177,0.002598057726848846,False
empirical,boxcar_independent,warp,10,10,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,warp,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,warp,10,20,fixed_threshold,0.023705400297933027,0.021985699693511426,0.0029145692339207496,0.06694783672455717,False
empirical,boxcar_independent,warp,10,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,warp,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,warp,10,30,fixed_threshold,-0.00012325726174351273,0.0022206401473265484,-0.005054230065415943,0.004248106415529862,False
empirical,boxcar_independent,warp,10,30,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,streaming,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,streaming,5,10,fixed_threshold,-0.006051127469345816,0.010995241052867281,-0.02599723940468357,0.014310689088733453,False
empirical,boxcar_independent,streaming,5,10,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,streaming,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,streaming,5,20,fixed_threshold,0.16981161876561648,0.09430270256403721,0.036905960457075504,0.3254883592781723,True
empirical,boxcar_independent,streaming,5,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,streaming,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,streaming,5,30,fixed_threshold,0.004652468268971098,0.018056212748466548,-0.015817879551031422,0.03384693461989252,False
empirical,boxcar_independent,streaming,5,30,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,streaming,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,streaming,10,10,fixed_threshold,-0.0024531687119276058,0.00736599694975773,-0.02222465450986233,0.00835123408780536,False
empirical,boxcar_independent,streaming,10,10,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,streaming,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,streaming,10,20,fixed_threshold,0.033119648992816435,0.0322126997137372,-0.0007197212091757388,0.09958332687468285,False
empirical,boxcar_independent,streaming,10,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,streaming,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_independent,streaming,10,30,fixed_threshold,0.0001213072158838165,0.002111360909765885,-0.005102871123080166,0.0026918132126659833,False
empirical,boxcar_independent,streaming,10,30,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,rotation,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,rotation,5,10,fixed_threshold,-0.0024056170920012943,0.00792177270252257,-0.015855886477831316,0.007448707651644737,False
empirical,boxcar_hanning_full,rotation,5,10,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,rotation,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,rotation,5,20,fixed_threshold,0.17529921534893086,0.10566724857986343,0.032565653885307855,0.36029642329370193,True
empirical,boxcar_hanning_full,rotation,5,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,rotation,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,rotation,5,30,fixed_threshold,0.005682907704531716,0.016020648866128286,-0.01324870819882673,0.04488126478688603,False
empirical,boxcar_hanning_full,rotation,5,30,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,rotation,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,rotation,10,10,fixed_threshold,-0.00038289444557503455,0.0025477186796198114,-0.004613459572661682,0.0027291815554044696,False
empirical,boxcar_hanning_full,rotation,10,10,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,rotation,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,rotation,10,20,fixed_threshold,0.022228134036846547,0.01947465713274255,-0.0002602080216442815,0.05816932336921388,False
empirical,boxcar_hanning_full,rotation,10,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,rotation,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,rotation,10,30,fixed_threshold,-0.0004153611522223026,0.0018103108900258263,-0.003491849688299964,0.0028925259365121248,False
empirical,boxcar_hanning_full,rotation,10,30,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,warp,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,warp,5,10,fixed_threshold,-0.0029537797830715418,0.008355975617110581,-0.018980768872678966,0.011258319980224307,False
empirical,boxcar_hanning_full,warp,5,10,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,warp,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,warp,5,20,fixed_threshold,0.17117222416585906,0.1063979170452942,0.02898999456189122,0.34999737978771417,True
empirical,boxcar_hanning_full,warp,5,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,warp,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,warp,5,30,fixed_threshold,0.00459836450509174,0.014023742732299206,-0.012886252063944115,0.035245576956827285,False
empirical,boxcar_hanning_full,warp,5,30,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,warp,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,warp,10,10,fixed_threshold,-0.001327132872961036,0.0034129673142015526,-0.007875953299152583,0.003655410015015348,False
empirical,boxcar_hanning_full,warp,10,10,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,warp,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,warp,10,20,fixed_threshold,0.025003787385927224,0.021173554482551718,0.00022938563659880007,0.06393728301379442,False
empirical,boxcar_hanning_full,warp,10,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,warp,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,warp,10,30,fixed_threshold,-0.0008288550965642923,0.0018473249081473915,-0.003931972455399668,0.0025502079729539107,False
empirical,boxcar_hanning_full,warp,10,30,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,streaming,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,streaming,5,10,fixed_threshold,-0.0034713888999334808,0.009585849085633908,-0.02365577186153056,0.01096269341595546,False
empirical,boxcar_hanning_full,streaming,5,10,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,streaming,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,streaming,5,20,fixed_threshold,0.16603004354350318,0.09259368792102694,0.03324937836157349,0.3237259785784914,True
empirical,boxcar_hanning_full,streaming,5,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,streaming,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,streaming,5,30,fixed_threshold,0.003660313206493293,0.0181454384695136,-0.018616588467644357,0.03616259694796231,False
empirical,boxcar_hanning_full,streaming,5,30,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,streaming,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,streaming,10,10,fixed_threshold,-0.00241173242260768,0.005148846296439573,-0.013916904956635223,0.006919119067977153,False
empirical,boxcar_hanning_full,streaming,10,10,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,streaming,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,streaming,10,20,fixed_threshold,0.03250212329530164,0.030220658261335707,-0.00026461053093718157,0.09757756236932691,False
empirical,boxcar_hanning_full,streaming,10,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,streaming,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_full,streaming,10,30,fixed_threshold,-0.00047468870827640136,0.0018467699770183146,-0.004141962470872729,0.0023057280422803528,False
empirical,boxcar_hanning_full,streaming,10,30,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,rotation,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,rotation,5,10,fixed_threshold,-0.002086039076691776,0.010794441994930497,-0.024535333591224062,0.011544230556303603,False
empirical,boxcar_hanning_decimated,rotation,5,10,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,rotation,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,rotation,5,20,fixed_threshold,0.17815891490311395,0.10826443110839967,0.0297491858760911,0.3627019508646762,True
empirical,boxcar_hanning_decimated,rotation,5,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,rotation,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,rotation,5,30,fixed_threshold,0.00808213096124021,0.02054841864052804,-0.012423843683986191,0.06484253977064325,False
empirical,boxcar_hanning_decimated,rotation,5,30,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,rotation,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,rotation,10,10,fixed_threshold,-0.0006320047459716649,0.0032437105139386775,-0.005548196128445704,0.004039464744220234,False
empirical,boxcar_hanning_decimated,rotation,10,10,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,rotation,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,rotation,10,20,fixed_threshold,0.021137484034833176,0.018742461045484108,0.003376515467983232,0.05792231538479997,False
empirical,boxcar_hanning_decimated,rotation,10,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,rotation,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,rotation,10,30,fixed_threshold,-7.96982109951827e-05,0.0018801958657142365,-0.0040200800383557445,0.0029359596194944437,False
empirical,boxcar_hanning_decimated,rotation,10,30,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,warp,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,warp,5,10,fixed_threshold,-0.004286609043773658,0.011145681320837294,-0.027051720027720383,0.011089447083205362,False
empirical,boxcar_hanning_decimated,warp,5,10,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,warp,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,warp,5,20,fixed_threshold,0.1762546490541366,0.10630950246881345,0.029280150972576635,0.34939809285036577,True
empirical,boxcar_hanning_decimated,warp,5,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,warp,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,warp,5,30,fixed_threshold,0.007444401942855681,0.020785131672857445,-0.013012992813027258,0.06453641414107236,False
empirical,boxcar_hanning_decimated,warp,5,30,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,warp,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,warp,10,10,fixed_threshold,-0.0007421312901473021,0.0028540492873438505,-0.0050875073135353555,0.0027967232005229326,False
empirical,boxcar_hanning_decimated,warp,10,10,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,warp,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,warp,10,20,fixed_threshold,0.023391694089604804,0.021533703663034615,0.002450790116361956,0.06511548138796541,False
empirical,boxcar_hanning_decimated,warp,10,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,warp,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,warp,10,30,fixed_threshold,-6.909811738065041e-05,0.002205053313697967,-0.00427251069262069,0.004311656151865129,False
empirical,boxcar_hanning_decimated,warp,10,30,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,streaming,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,streaming,5,10,fixed_threshold,-0.005612717397270224,0.010567485129270311,-0.024588466383114183,0.013228129346982587,False
empirical,boxcar_hanning_decimated,streaming,5,10,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,streaming,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,streaming,5,20,fixed_threshold,0.16960808219416657,0.09467315975951761,0.03736018071114078,0.3256503023589375,True
empirical,boxcar_hanning_decimated,streaming,5,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,streaming,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,streaming,5,30,fixed_threshold,0.004624283012735819,0.01776668221892525,-0.01664435393246444,0.034895603134074804,False
empirical,boxcar_hanning_decimated,streaming,5,30,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,streaming,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,streaming,10,10,fixed_threshold,-0.002715950643487582,0.007179724422960274,-0.0220841436754331,0.007474399682691035,False
empirical,boxcar_hanning_decimated,streaming,10,10,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,streaming,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,streaming,10,20,fixed_threshold,0.0326673558647195,0.03148228321935619,-0.00042027406756384167,0.0987599920572787,False
empirical,boxcar_hanning_decimated,streaming,10,20,interaction,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,streaming,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
empirical,boxcar_hanning_decimated,streaming,10,30,fixed_threshold,-4.3699636042042e-05,0.0019084726586836992,-0.004140544862846096,0.0025741154458787108,False
empirical,boxcar_hanning_decimated,streaming,10,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,rotation,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,rotation,5,10,fixed_threshold,-0.005455151196921304,0.0,-0.005455151196921304,-0.005455151196921304,False
noiseless,boxcar_independent,rotation,5,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,rotation,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,rotation,5,20,fixed_threshold,0.1506238111463487,0.0,0.1506238111463487,0.1506238111463487,True
noiseless,boxcar_independent,rotation,5,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,rotation,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,rotation,5,30,fixed_threshold,0.0025699866825703577,0.0,0.0025699866825703577,0.0025699866825703577,False
noiseless,boxcar_independent,rotation,5,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,rotation,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,rotation,10,10,fixed_threshold,-0.0006367052855625888,0.0,-0.0006367052855625888,-0.0006367052855625888,False
noiseless,boxcar_independent,rotation,10,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,rotation,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,rotation,10,20,fixed_threshold,0.008771603980903597,0.0,0.008771603980903597,0.008771603980903597,False
noiseless,boxcar_independent,rotation,10,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,rotation,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,rotation,10,30,fixed_threshold,-0.0002735606169365079,0.0,-0.0002735606169365079,-0.0002735606169365079,False
noiseless,boxcar_independent,rotation,10,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,warp,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,warp,5,10,fixed_threshold,-0.0020359085179266767,0.0,-0.0020359085179266767,-0.0020359085179266767,False
noiseless,boxcar_independent,warp,5,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,warp,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,warp,5,20,fixed_threshold,0.16150038712275083,0.0,0.16150038712275083,0.16150038712275083,True
noiseless,boxcar_independent,warp,5,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,warp,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,warp,5,30,fixed_threshold,0.002824348661999876,0.0,0.002824348661999876,0.002824348661999876,False
noiseless,boxcar_independent,warp,5,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,warp,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,warp,10,10,fixed_threshold,-0.000887529914742391,0.0,-0.000887529914742391,-0.000887529914742391,False
noiseless,boxcar_independent,warp,10,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,warp,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,warp,10,20,fixed_threshold,0.01100563439665836,0.0,0.01100563439665836,0.01100563439665836,False
noiseless,boxcar_independent,warp,10,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,warp,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,warp,10,30,fixed_threshold,-0.0005181072467929093,0.0,-0.0005181072467929093,-0.0005181072467929093,False
noiseless,boxcar_independent,warp,10,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,streaming,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,streaming,5,10,fixed_threshold,-0.00640371129450823,0.0,-0.00640371129450823,-0.00640371129450823,False
noiseless,boxcar_independent,streaming,5,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,streaming,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,streaming,5,20,fixed_threshold,0.18602408026299366,0.0,0.18602408026299366,0.18602408026299366,True
noiseless,boxcar_independent,streaming,5,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,streaming,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,streaming,5,30,fixed_threshold,-0.0064536575057625445,0.0,-0.0064536575057625445,-0.0064536575057625445,False
noiseless,boxcar_independent,streaming,5,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,streaming,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,streaming,10,10,fixed_threshold,1.2643796807765284e-05,0.0,1.2643796807765284e-05,1.2643796807765284e-05,False
noiseless,boxcar_independent,streaming,10,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,streaming,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,streaming,10,20,fixed_threshold,0.01745315789919022,0.0,0.01745315789919022,0.01745315789919022,False
noiseless,boxcar_independent,streaming,10,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,streaming,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_independent,streaming,10,30,fixed_threshold,0.0018155993340158716,0.0,0.0018155993340158716,0.0018155993340158716,False
noiseless,boxcar_independent,streaming,10,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,rotation,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,rotation,5,10,fixed_threshold,-0.012269114797471281,0.0,-0.012269114797471281,-0.012269114797471281,False
noiseless,boxcar_hanning_full,rotation,5,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,rotation,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,rotation,5,20,fixed_threshold,0.15578286370131622,0.0,0.15578286370131622,0.15578286370131622,True
noiseless,boxcar_hanning_full,rotation,5,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,rotation,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,rotation,5,30,fixed_threshold,0.0020663832817309213,0.0,0.0020663832817309213,0.0020663832817309213,False
noiseless,boxcar_hanning_full,rotation,5,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,rotation,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,rotation,10,10,fixed_threshold,0.00013757829087701623,0.0,0.00013757829087701623,0.00013757829087701623,False
noiseless,boxcar_hanning_full,rotation,10,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,rotation,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,rotation,10,20,fixed_threshold,0.011307696694118241,0.0,0.011307696694118241,0.011307696694118241,False
noiseless,boxcar_hanning_full,rotation,10,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,rotation,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,rotation,10,30,fixed_threshold,0.00041559811337232855,0.0,0.00041559811337232855,0.00041559811337232855,False
noiseless,boxcar_hanning_full,rotation,10,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,warp,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,warp,5,10,fixed_threshold,-0.01435131627772257,0.0,-0.01435131627772257,-0.01435131627772257,False
noiseless,boxcar_hanning_full,warp,5,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,warp,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,warp,5,20,fixed_threshold,0.16096917651226827,0.0,0.16096917651226827,0.16096917651226827,True
noiseless,boxcar_hanning_full,warp,5,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,warp,5,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,warp,5,30,fixed_threshold,0.0006972948595783679,0.0,0.0006972948595783679,0.0006972948595783679,False
noiseless,boxcar_hanning_full,warp,5,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,warp,10,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,warp,10,10,fixed_threshold,-0.0008824846897735883,0.0,-0.0008824846897735883,-0.0008824846897735883,False
noiseless,boxcar_hanning_full,warp,10,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,warp,10,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,warp,10,20,fixed_threshold,0.011900871574043626,0.0,0.011900871574043626,0.011900871574043626,False
noiseless,boxcar_hanning_full,warp,10,20,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,warp,10,30,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,warp,10,30,fixed_threshold,-0.00041464493213039244,0.0,-0.00041464493213039244,-0.00041464493213039244,False
noiseless,boxcar_hanning_full,warp,10,30,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,streaming,5,10,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,streaming,5,10,fixed_threshold,-0.00818903495771861,0.0,-0.00818903495771861,-0.00818903495771861,False
noiseless,boxcar_hanning_full,streaming,5,10,interaction,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,streaming,5,20,remove_source_continuum,0.0,0.0,0.0,0.0,False
noiseless,boxcar_hanning_full,streaming,5,20,fixed_threshold,0.17610342116044175,0.0,0.17610342116044175,0.17610342116044175,True
