group,branch,center,kind,continuum,threshold,draw,amplitude,peak_selected,true_flux_fraction_retained,reference_flux_jy_kms,post_continuum_flux_over_reference,selected_noisy_flux_over_reference,paired_selected_flux_difference_over_reference,selected_voxel_fraction
empirical,boxcar_independent,10,rotation,actual,per_channel,5,5,True,0.7640907280531858,0.25948325725103355,0.999999999999415,0.8922688762553501,0.8896810478585341,0.010698136898411247
empirical,boxcar_independent,10,rotation,actual,per_channel,5,10,True,0.9530195213048058,0.5189665145020671,0.999999999999415,1.0180599075708743,1.0167659933724662,0.022132950116489213
empirical,boxcar_independent,10,rotation,actual,per_channel,6,5,True,0.825740583753297,0.25948325725103355,0.999999999999415,1.0602117575079404,1.0146628424310018,0.012309389538470472
empirical,boxcar_independent,10,rotation,actual,per_channel,6,10,True,0.9476027639311387,0.5189665145020671,0.999999999999415,1.102100786667917,1.0793263291294477,0.02311276591111982
empirical,boxcar_independent,10,rotation,actual,per_channel,7,5,True,0.7143015578546967,0.25948325725103355,0.999999999999415,0.6745122232115546,0.6622004743813006,0.007025642142240222
empirical,boxcar_independent,10,rotation,actual,per_channel,7,10,True,0.9004791680150702,0.5189665145020671,0.999999999999415,0.8959793917842359,0.8898235173691089,0.017821760620114528
empirical,boxcar_independent,10,rotation,actual,per_channel,8,5,True,0.7860982274950109,0.25948325725103355,0.999999999999415,0.8550703348250459,0.8550703348250459,0.008357465833460347
empirical,boxcar_independent,10,rotation,actual,per_channel,8,10,True,0.9426402097094251,0.5189665145020671,0.999999999999415,0.9456271250934913,0.9456271250934913,0.02071403168796859
empirical,boxcar_independent,10,rotation,actual,per_channel,9,5,True,0.879205098781183,0.25948325725103355,0.999999999999415,1.1276543099775018,1.052319163954094,0.014396034286294917
empirical,boxcar_independent,10,rotation,actual,per_channel,9,10,True,0.96278991816959,0.5189665145020671,0.999999999999415,1.1928450968024678,1.1551775237907638,0.026425994875926288
empirical,boxcar_independent,10,rotation,actual,per_channel,10,5,True,0.8454854985587241,0.25948325725103355,0.999999999999415,1.3712215190445887,1.1965066696623912,0.01670404482475813
empirical,boxcar_independent,10,rotation,actual,per_channel,10,10,True,0.953558238491043,0.5189665145020671,0.999999999999415,1.2803491768642834,1.1929917521731845,0.026930418562791675
empirical,boxcar_independent,10,rotation,actual,per_channel,11,5,True,0.9345347916998864,0.25948325725103355,0.999999999999415,1.6210232660458843,1.5495200038825154,0.020140658000740306
empirical,boxcar_independent,10,rotation,actual,per_channel,11,10,True,0.9712356013366175,0.5189665145020671,0.999999999999415,1.3532444587446735,1.3174928276629891,0.029721079103795154
noiseless,boxcar_independent,10,rotation,actual,fixed_global,0,5,True,0.8094040471666802,0.25948325725103355,0.999999999999415,0.8094040471666728,0.8094040471666728,0.009562276366117244
noiseless,boxcar_independent,10,rotation,actual,fixed_global,0,10,True,0.9583052647228993,0.5189665145020671,0.999999999999415,0.9583052647228489,0.9583052647228489,0.021167650111408684
empirical,boxcar_independent,10,rotation,actual,fixed_global,0,5,True,0.8654507134607122,0.25948325725103355,0.999999999999415,1.2267148247009834,1.2267148247009834,0.016250426401318033
empirical,boxcar_independent,10,rotation,actual,fixed_global,0,10,True,0.9570773306702879,0.5189665145020671,0.999999999999415,1.2377594886683054,1.2377594886683054,0.02746024488136971
empirical,boxcar_independent,10,rotation,actual,fixed_global,1,5,True,0.6069123010391924,0.25948325725103355,0.999999999999415,0.6308260926116276,0.6032167185040135,0.006107518453197466
empirical,boxcar_independent,10,rotation,actual,fixed_global,1,10,True,0.8847360591834733,0.5189665145020671,0.999999999999415,0.8673623703222888,0.8535576832684818,0.01660606324529507
empirical,boxcar_independent,10,rotation,actual,fixed_global,2,5,True,0.7112628051600061,0.25948325725103355,0.999999999999415,0.8022537116720633,0.7803569373874135,0.006905886878452036
empirical,boxcar_independent,10,rotation,actual,fixed_global,2,10,True,0.9259839223755341,0.5189665145020671,0.999999999999415,0.9468579810599815,0.9359095939176566,0.01800683693687809
empirical,boxcar_independent,10,rotation,actual,fixed_global,3,5,True,0.6465224677881487,0.25948325725103355,0.999999999999415,0.789480191007227,0.6040610577542678,0.00940623162845385
empirical,boxcar_independent,10,rotation,actual,fixed_global,3,10,True,0.89661821572096,0.5189665145020671,0.999999999999415,0.9508162192685459,0.8581066526420663,0.020532584318592548
empirical,boxcar_independent,10,rotation,actual,fixed_global,4,5,True,0.666959804709771,0.25948325725103355,0.999999999999415,0.8763463409518595,0.8288996090129405,0.007972797410383144
empirical,boxcar_independent,10,rotation,actual,fixed_global,4,10,True,0.9366209177113198,0.5189665145020671,0.999999999999415,1.0801978489440702,1.0564744829746107,0.01894310536285845
empirical,boxcar_independent,10,rotation,actual,fixed_global,5,5,True,0.7775202571280659,0.25948325725103355,0.999999999999415,0.9550411452568641,0.9030862840767006,0.0120698790108941
empirical,boxcar_independent,10,rotation,actual,fixed_global,5,10,True,0.9469766277530318,0.5189665145020671,0.999999999999415,1.0388120397053506,1.012834609115269,0.02301841327904428
empirical,boxcar_independent,10,rotation,actual,fixed_global,6,5,True,0.8223068365213702,0.25948325725103355,0.999999999999415,1.1234889762177995,1.0354940265899806,0.013115015858500084
empirical,boxcar_independent,10,rotation,actual,fixed_global,6,10,True,0.9494383342139845,0.5189665145020671,0.999999999999415,1.1228315424912751,1.0788340676773656,0.023697026440510666
empirical,boxcar_independent,10,rotation,actual,fixed_global,7,5,True,0.7034251174924672,0.25948325725103355,0.999999999999415,0.6525642879565678,0.6477765044016731,0.0068550816150267455
empirical,boxcar_independent,10,rotation,actual,fixed_global,7,10,True,0.904679283442397,0.5189665145020671,0.999999999999415,0.8926527006404705,0.8902588088630231,0.0178689369361523
empirical,boxcar_independent,10,rotation,actual,fixed_global,8,5,True,0.7884076366411464,0.25948325725103355,0.999999999999415,0.8589720888587964,0.8589720888587964,0.008390126359948033
empirical,boxcar_independent,10,rotation,actual,fixed_global,8,10,True,0.9377894877750516,0.5189665145020671,0.999999999999415,0.9386070087995394,0.9386070087995394,0.02044186063390453
empirical,boxcar_independent,10,rotation,actual,fixed_global,9,5,True,0.8733385539477017,0.25948325725103355,0.999999999999415,1.0949799672251848,1.0479331209841454,0.013336381649138852
empirical,boxcar_independent,10,rotation,actual,fixed_global,9,10,True,0.9615669241537296,0.5189665145020671,0.999999999999415,1.1642116599793186,1.140688236858799,0.024974415920917977
empirical,boxcar_independent,10,rotation,actual,fixed_global,10,5,True,0.8498546988839094,0.25948325725103355,0.999999999999415,1.4159525472345509,1.1921455938442684,0.01788345272570238
empirical,boxcar_independent,10,rotation,actual,fixed_global,10,10,True,0.9481048449280126,0.5189665145020671,0.999999999999415,1.3000127056848574,1.1881092289897162,0.027942894883909972
empirical,boxcar_independent,10,rotation,actual,fixed_global,11,5,True,0.918031666401806,0.25948325725103355,0.999999999999415,1.7402317267196568,1.5348923159999674,0.0217119922195368
empirical,boxcar_independent,10,rotation,actual,fixed_global,11,10,True,0.970541666056206,0.5189665145020671,0.999999999999415,1.4262800121830246,1.32361030682318,0.031510150165842896
noiseless,boxcar_independent,10,rotation,source_disabled,per_channel,0,5,True,0.8148591983636015,0.25948325725103355,0.9999999999999997,0.8148591983636015,0.8148591983636015,0.009812673735856177
noiseless,boxcar_independent,10,rotation,source_disabled,per_channel,0,10,True,0.9589419700084619,0.5189665145020671,0.9999999999999997,0.9589419700084619,0.9589419700084619,0.02161763958746126
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,0,5,True,0.86673618123326,0.25948325725103355,0.9999999999999997,1.2364110029089908,1.2364110029089908,0.01645727640240672
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,0,10,True,0.9557231727420213,0.5189665145020671,0.9999999999999997,1.234742039843238,1.234742039843238,0.027474760670919793
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,1,5,True,0.6013501021063128,0.25948325725103355,0.9999999999999997,0.6039894254078331,0.6039894254078331,0.0059188131890463855
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,1,10,True,0.8850568914836003,0.5189665145020671,0.9999999999999997,0.856317974128208,0.856317974128208,0.016428244823306553
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,2,5,True,0.7356016417725701,0.25948325725103355,0.9999999999999997,0.8489741867549864,0.8086540963913182,0.007646192145506274
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,2,10,True,0.9272668855102756,0.5189665145020671,0.9999999999999997,0.9529350738765507,0.9327750286947166,0.01880520536213266
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,3,5,True,0.6430979641672454,0.25948325725103355,0.9999999999999997,0.6510215408071179,0.596726215698748,0.006539363192312438
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,3,10,True,0.8956761319453657,0.5189665145020671,0.9999999999999997,0.8825576254758808,0.8554099629216957,0.017712892198488907
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,4,5,True,0.6567922243692371,0.25948325725103355,0.9999999999999997,0.8133675144653055,0.8078836908691799,0.007588128987305942
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,4,10,True,0.9353720348870699,0.5189665145020671,0.9999999999999997,1.0560986550109979,1.0533567432129352,0.01841690799166794
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,5,5,True,0.7640907280531858,0.25948325725103355,0.9999999999999997,0.8922688762553748,0.8896810478585588,0.010698136898411247
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,5,10,True,0.9530195213048058,0.5189665145020671,0.9999999999999997,1.0180599075709336,1.0167659933725255,0.022132950116489213
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,6,5,True,0.825740583753297,0.25948325725103355,0.9999999999999997,1.0602117575079448,1.0146628424310062,0.012309389538470472
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,6,10,True,0.9476027639311387,0.5189665145020671,0.9999999999999997,1.10210078666798,1.0793263291295108,0.02311276591111982
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,7,5,True,0.7143015578546967,0.25948325725103355,0.9999999999999997,0.6745122232115585,0.6622004743813045,0.007025642142240222
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,7,10,True,0.9004791680150702,0.5189665145020671,0.9999999999999997,0.8959793917842762,0.8898235173691492,0.017821760620114528
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,8,5,True,0.7860982274950109,0.25948325725103355,0.9999999999999997,0.8550703348250577,0.8550703348250577,0.008357465833460347
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,8,10,True,0.9426402097094251,0.5189665145020671,0.9999999999999997,0.9456271250935444,0.9456271250935444,0.02071403168796859
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,9,5,True,0.879205098781183,0.25948325725103355,0.9999999999999997,1.1276543099775287,1.052319163954121,0.014396034286294917
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,9,10,True,0.96278991816959,0.5189665145020671,0.9999999999999997,1.192845096802531,1.1551775237908273,0.026425994875926288
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,10,5,True,0.8454854985587241,0.25948325725103355,0.9999999999999997,1.3712215190446175,1.19650666966242,0.01670404482475813
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,10,10,True,0.953558238491043,0.5189665145020671,0.9999999999999997,1.2803491768643438,1.192991752173245,0.026930418562791675
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,11,5,True,0.9345347916998864,0.25948325725103355,0.9999999999999997,1.6210232660459238,1.549520003882555,0.020140658000740306
empirical,boxcar_independent,10,rotation,source_disabled,per_channel,11,10,True,0.9712356013366175,0.5189665145020671,0.9999999999999997,1.3532444587447447,1.3174928276630602,0.029721079103795154
noiseless,boxcar_independent,10,rotation,source_disabled,fixed_global,0,5,True,0.8094040471666802,0.25948325725103355,0.9999999999999997,0.8094040471666802,0.8094040471666802,0.009562276366117244
noiseless,boxcar_independent,10,rotation,source_disabled,fixed_global,0,10,True,0.9583052647228993,0.5189665145020671,0.9999999999999997,0.9583052647228993,0.9583052647228993,0.021167650111408684
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,0,5,True,0.8654507134607122,0.25948325725103355,0.9999999999999997,1.226714824701002,1.226714824701002,0.016250426401318033
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,0,10,True,0.9570773306702879,0.5189665145020671,0.9999999999999997,1.2377594886683494,1.2377594886683494,0.02746024488136971
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,1,5,True,0.6069123010391924,0.25948325725103355,0.9999999999999997,0.6308260926116301,0.6032167185040161,0.006107518453197466
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,1,10,True,0.8847360591834733,0.5189665145020671,0.9999999999999997,0.8673623703223057,0.8535576832684987,0.01660606324529507
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,2,5,True,0.7112628051600061,0.25948325725103355,0.9999999999999997,0.8022537116720654,0.7803569373874156,0.006905886878452036
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,2,10,True,0.9259839223755341,0.5189665145020671,0.9999999999999997,0.9468579810600188,0.935909593917694,0.01800683693687809
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,3,5,True,0.6465224677881487,0.25948325725103355,0.9999999999999997,0.7894801910072362,0.604061057754277,0.00940623162845385
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,3,10,True,0.89661821572096,0.5189665145020671,0.9999999999999997,0.9508162192685982,0.8581066526421186,0.020532584318592548
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,4,5,True,0.666959804709771,0.25948325725103355,0.9999999999999997,0.8763463409518701,0.8288996090129511,0.007972797410383144
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,4,10,True,0.9366209177113198,0.5189665145020671,0.9999999999999997,1.0801978489441153,1.0564744829746557,0.01894310536285845
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,5,5,True,0.7775202571280659,0.25948325725103355,0.9999999999999997,0.9550411452568933,0.9030862840767298,0.0120698790108941
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,5,10,True,0.9469766277530318,0.5189665145020671,0.9999999999999997,1.0388120397054117,1.01283460911533,0.02301841327904428
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,6,5,True,0.8223068365213702,0.25948325725103355,0.9999999999999997,1.123488976217812,1.0354940265899932,0.013115015858500084
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,6,10,True,0.9494383342139845,0.5189665145020671,0.9999999999999997,1.1228315424913375,1.078834067677428,0.023697026440510666
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,7,5,True,0.7034251174924672,0.25948325725103355,0.9999999999999997,0.6525642879565707,0.6477765044016761,0.0068550816150267455
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,7,10,True,0.904679283442397,0.5189665145020671,0.9999999999999997,0.8926527006405162,0.8902588088630687,0.0178689369361523
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,8,5,True,0.7884076366411464,0.25948325725103355,0.9999999999999997,0.8589720888588086,0.8589720888588086,0.008390126359948033
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,8,10,True,0.9377894877750516,0.5189665145020671,0.9999999999999997,0.9386070087995922,0.9386070087995922,0.02044186063390453
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,9,5,True,0.8733385539477017,0.25948325725103355,0.9999999999999997,1.0949799672252118,1.0479331209841725,0.013336381649138852
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,9,10,True,0.9615669241537296,0.5189665145020671,0.9999999999999997,1.1642116599793824,1.1406882368588627,0.024974415920917977
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,10,5,True,0.8498546988839094,0.25948325725103355,0.9999999999999997,1.4159525472345762,1.1921455938442937,0.01788345272570238
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,10,10,True,0.9481048449280126,0.5189665145020671,0.9999999999999997,1.3000127056849151,1.188109228989774,0.027942894883909972
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,11,5,True,0.918031666401806,0.25948325725103355,0.9999999999999997,1.7402317267197078,1.5348923160000185,0.0217119922195368
empirical,boxcar_independent,10,rotation,source_disabled,fixed_global,11,10,True,0.970541666056206,0.5189665145020671,0.9999999999999997,1.4262800121831023,1.3236103068232576,0.031510150165842896
noiseless,boxcar_independent,10,warp,actual,per_channel,0,5,True,0.805922460777188,0.2594832572510335,0.999999999999415,0.8059224607771786,0.8059224607771786,0.009805415841081137
noiseless,boxcar_independent,10,warp,actual,per_channel,0,10,True,0.9554614950577799,0.518966514502067,0.999999999999415,0.9554614950577281,0.9554614950577281,0.021672073798274072
empirical,boxcar_independent,10,warp,actual,per_channel,0,5,True,0.8568357537191004,0.2594832572510335,0.999999999999415,1.221072490182459,1.221072490182459,0.016348407980781094
empirical,boxcar_independent,10,warp,actual,per_channel,0,10,True,0.9569048647217673,0.518966514502067,0.999999999999415,1.2394263320757184,1.2394263320757184,0.027710642251108645
empirical,boxcar_independent,10,warp,actual,per_channel,1,5,True,0.5866517059874703,0.2594832572510335,0.999999999999415,0.5964493995143867,0.5964493995143867,0.0057954289778706786
empirical,boxcar_independent,10,warp,actual,per_channel,1,10,True,0.8807522729580319,0.518966514502067,0.999999999999415,0.8501453536795925,0.8501453536795925,0.01641735798114399
empirical,boxcar_independent,10,warp,actual,per_channel,2,5,True,0.7122337452011926,0.2594832572510335,0.999999999999415,0.8112314393692669,0.7709113490055988,0.007374021091442216
empirical,boxcar_independent,10,warp,actual,per_channel,2,10,True,0.9161523760919587,0.518966514502067,0.999999999999415,0.948225463244425,0.9280654180625909,0.01852577641329356
empirical,boxcar_independent,10,warp,actual,per_channel,3,5,True,0.6386920857939691,0.2594832572510335,0.999999999999415,0.6525228896152412,0.5982275645068712,0.006477671086724585
empirical,boxcar_independent,10,warp,actual,per_channel,3,10,True,0.8925660801172138,0.518966514502067,0.999999999999415,0.8854376544205766,0.8582899918663917,0.017622168513800888
empirical,boxcar_independent,10,warp,actual,per_channel,4,5,True,0.6294384075330481,0.2594832572510335,0.999999999999415,0.7879309089200742,0.7824470853239487,0.007424826354867507
empirical,boxcar_independent,10,warp,actual,per_channel,4,10,True,0.9265361833500749,0.518966514502067,0.999999999999415,1.0398166936533204,1.0370747818552577,0.018601984308431498
empirical,boxcar_independent,10,warp,actual,per_channel,5,5,True,0.7621000553360116,0.2594832572510335,0.999999999999415,0.8837741166888896,0.8811862882920736,0.010872326373012244
empirical,boxcar_independent,10,warp,actual,per_channel,5,10,True,0.9479006447999502,0.518966514502067,0.999999999999415,1.0157113899302919,1.0144174757318838,0.022321655380640293
empirical,boxcar_independent,10,warp,actual,per_channel,6,5,True,0.8087093351699125,0.2594832572510335,0.999999999999415,1.0427194042029342,0.9971704891259955,0.012229552695945015
empirical,boxcar_independent,10,warp,actual,per_channel,6,10,True,0.9435994953954834,0.518966514502067,0.999999999999415,1.1015889413830402,1.0788144838445708,0.023261552754008173
empirical,boxcar_independent,10,warp,actual,per_channel,7,5,True,0.6921500568775594,0.2594832572510335,0.999999999999415,0.6669494203518493,0.6546376715215954,0.006797018456826413
empirical,boxcar_independent,10,warp,actual,per_channel,7,10,True,0.8935288838186871,0.518966514502067,0.999999999999415,0.8857384829462848,0.8795826085311578,0.017985063252552964
empirical,boxcar_independent,10,warp,actual,per_channel,8,5,True,0.7677406397599644,0.2594832572510335,0.999999999999415,0.8444975649539027,0.8444975649539027,0.008368352675622909
empirical,boxcar_independent,10,warp,actual,per_channel,8,10,True,0.9402685800363991,0.518966514502067,0.999999999999415,0.9398160568345804,0.9398160568345804,0.020873705373019504
empirical,boxcar_independent,10,warp,actual,per_channel,9,5,True,0.873434713229665,0.2594832572510335,0.999999999999415,1.105872841447907,1.0305376954244991,0.01450490270792054
empirical,boxcar_independent,10,warp,actual,per_channel,9,10,True,0.9607309318587142,0.518966514502067,0.999999999999415,1.1936884744768876,1.1560209014651837,0.026629215929627453
empirical,boxcar_independent,10,warp,actual,per_channel,10,5,True,0.8306994584318995,0.2594832572510335,0.999999999999415,1.3405489532477508,1.165834103865553,0.01656977377141986
empirical,boxcar_independent,10,warp,actual,per_channel,10,10,True,0.9510728699873148,0.518966514502067,0.999999999999415,1.2789633961299247,1.1916059714388259,0.02727153961721863
empirical,boxcar_independent,10,warp,actual,per_channel,11,5,True,0.92657224208933,0.2594832572510335,0.999999999999415,1.6021408446421619,1.530637582478793,0.020097110632090055
empirical,boxcar_independent,10,warp,actual,per_channel,11,10,True,0.9689443210293738,0.518966514502067,0.999999999999415,1.3489390151252993,1.313187384043615,0.02975011068289532
noiseless,boxcar_independent,10,warp,actual,fixed_global,0,5,True,0.8038865522592613,0.2594832572510335,0.999999999999415,0.8038865522592525,0.8038865522592525,0.009736465840718241
noiseless,boxcar_independent,10,warp,actual,fixed_global,0,10,True,0.9545739651430375,0.518966514502067,0.999999999999415,0.9545739651429824,0.9545739651429824,0.02137087116510985
empirical,boxcar_independent,10,warp,actual,fixed_global,0,5,True,0.8579075126256782,0.2594832572510335,0.999999999999415,1.2187840750726429,1.2187840750726429,0.016257684296093075
empirical,boxcar_independent,10,warp,actual,fixed_global,0,10,True,0.9584005010383326,0.518966514502067,0.999999999999415,1.244848787606589,1.244848787606589,0.02787031593615956
empirical,boxcar_independent,10,warp,actual,fixed_global,1,5,True,0.5857721786082959,0.2594832572510335,0.999999999999415,0.6296471254645328,0.6020377513569188,0.0058716368730086154
empirical,boxcar_independent,10,warp,actual,fixed_global,1,10,True,0.8800028593707557,0.518966514502067,0.999999999999415,0.8625764747250032,0.8487717876711962,0.01651171061321953
empirical,boxcar_independent,10,warp,actual,fixed_global,2,5,True,0.6841157672365472,0.2594832572510335,0.999999999999415,0.7666483568192305,0.7447515825345806,0.00664097371916302
empirical,boxcar_independent,10,warp,actual,fixed_global,2,10,True,0.9169522920633913,0.518966514502067,0.999999999999415,0.941312470700333,0.930364083558008,0.01787256588353982
empirical,boxcar_independent,10,warp,actual,fixed_global,3,5,True,0.6368274143853114,0.2594832572510335,0.999999999999415,0.7893268037590923,0.6039076705061329,0.009297363206828228
empirical,boxcar_independent,10,warp,actual,fixed_global,3,10,True,0.8950325525823153,0.518966514502067,0.999999999999415,0.9542129276545701,0.8615033610280904,0.020587018529405362
empirical,boxcar_independent,10,warp,actual,fixed_global,4,5,True,0.6398378517135561,0.2594832572510335,0.999999999999415,0.8540345832734104,0.8065878513344913,0.007758689514519418
empirical,boxcar_independent,10,warp,actual,fixed_global,4,10,True,0.9265437903022338,0.518966514502067,0.999999999999415,1.0672593456433581,1.0435359796738986,0.018866897467720512
empirical,boxcar_independent,10,warp,actual,fixed_global,5,5,True,0.7678923072838114,0.2594832572510335,0.999999999999415,0.9345208068767112,0.8825659456965477,0.011986413220981122
empirical,boxcar_independent,10,warp,actual,fixed_global,5,10,True,0.9432986417498188,0.518966514502067,0.999999999999415,1.0352195051887993,1.0092420745987174,0.023279697490945776
empirical,boxcar_independent,10,warp,actual,fixed_global,6,5,True,0.8060160060580246,0.2594832572510335,0.999999999999415,1.1051738252244236,1.0171788755966047,0.013093242174174959
empirical,boxcar_independent,10,warp,actual,fixed_global,6,10,True,0.945839145990621,0.518966514502067,0.999999999999415,1.1266360164568328,1.0826385416429232,0.02390750538898687
empirical,boxcar_independent,10,warp,actual,fixed_global,7,5,True,0.6792410197438085,0.2594832572510335,0.999999999999415,0.6539470795187498,0.649159295963855,0.006542992139699958
empirical,boxcar_independent,10,warp,actual,fixed_global,7,10,True,0.896126941545536,0.518966514502067,0.999999999999415,0.8789321793970738,0.8765382876196265,0.01781813167272701
empirical,boxcar_independent,10,warp,actual,fixed_global,8,5,True,0.7681485244593173,0.2594832572510335,0.999999999999415,0.8489236315909605,0.8489236315909605,0.008368352675622909
empirical,boxcar_independent,10,warp,actual,fixed_global,8,10,True,0.936582468870929,0.518966514502067,0.999999999999415,0.9302829542191128,0.9302829542191128,0.020623308003280567
empirical,boxcar_independent,10,warp,actual,fixed_global,9,5,True,0.8665605043380981,0.2594832572510335,0.999999999999415,1.0685395097845587,1.0214926635435193,0.013321865859588767
empirical,boxcar_independent,10,warp,actual,fixed_global,9,10,True,0.9591336843218929,0.518966514502067,0.999999999999415,1.1675708679540213,1.1440474448335016,0.025177636974619142
empirical,boxcar_independent,10,warp,actual,fixed_global,10,5,True,0.8357024577919338,0.2594832572510335,0.999999999999415,1.3967459456106779,1.1729389922203954,0.01782901851488957
empirical,boxcar_independent,10,warp,actual,fixed_global,10,10,True,0.9458310347147646,0.518966514502067,0.999999999999415,1.297324124025722,1.1854206473305808,0.028186034358873863
empirical,boxcar_independent,10,warp,actual,fixed_global,11,5,True,0.9067460787361469,0.2594832572510335,0.999999999999415,1.708309995795302,1.5029705850756125,0.02170473432476176
empirical,boxcar_independent,10,warp,actual,fixed_global,11,10,True,0.9683644650394195,0.518966514502067,0.999999999999415,1.4192472269564704,1.3165775215966258,0.03148837648151777
noiseless,boxcar_independent,10,warp,source_disabled,per_channel,0,5,True,0.805922460777188,0.2594832572510335,1.0,0.805922460777188,0.805922460777188,0.009805415841081137
noiseless,boxcar_independent,10,warp,source_disabled,per_channel,0,10,True,0.9554614950577799,0.518966514502067,1.0,0.9554614950577799,0.9554614950577799,0.021672073798274072
empirical,boxcar_independent,10,warp,source_disabled,per_channel,0,5,True,0.8568357537191004,0.2594832572510335,1.0,1.2210724901824819,1.2210724901824819,0.016348407980781094
empirical,boxcar_independent,10,warp,source_disabled,per_channel,0,10,True,0.9569048647217673,0.518966514502067,1.0,1.239426332075773,1.239426332075773,0.027710642251108645
