branch,center,kind,continuum,intrinsic_pre_H_weighted,parent_post_H,stored_pre_continuum,stored_post_continuum,native_post_continuum,detector_post_continuum,continuum_signed_fraction,native_crop_ratio,detector_crop_ratio,native_ordering_max_abs,normalization_symmetric_detector_peak
boxcar_independent,20,streaming,actual,482.45390585684623,482.45390585684623,482.4539058568462,482.4539058568462,482.4528409601847,482.08561980789057,1.0,0.9999977927494242,0.9992388454971821,0.0,0.12431527329242549
boxcar_independent,20,streaming,source_disabled,482.45390585684623,482.45390585684623,482.4539058568462,482.4539058568462,482.4528409601847,482.08561980789057,1.0,0.9999977927494242,0.9992388454971821,0.0,0.12431527329242549
boxcar_independent,30,rotation,actual,482.45390585684623,482.45390585684623,482.4539058568463,482.4539058568462,482.45284096018463,482.08561980789057,0.9999999999999998,0.9999977927494241,0.9992388454971822,2.220446049250313e-16,0.1243152732924255
boxcar_independent,30,rotation,source_disabled,482.45390585684623,482.45390585684623,482.4539058568463,482.4539058568463,482.45284096018463,482.08561980789074,1.0,0.9999977927494239,0.9992388454971826,0.0,0.1243152732924255
boxcar_independent,30,warp,actual,482.4539058568462,482.4539058568462,482.4539058568463,482.4539058568461,482.4528409601845,482.0856198078906,0.9999999999999997,0.999997792749424,0.9992388454971826,2.220446049250313e-16,0.1243152732924255
boxcar_independent,30,warp,source_disabled,482.4539058568462,482.4539058568462,482.4539058568463,482.4539058568463,482.4528409601845,482.0856198078906,1.0,0.9999977927494237,0.9992388454971826,0.0,0.1243152732924255
boxcar_independent,30,streaming,actual,482.45390585684635,482.45390585684635,482.4539058568464,482.45390585684254,482.45284096018094,482.0856198078869,0.999999999999992,0.999997792749424,0.9992388454971823,2.220446049250313e-16,0.1243152732924255
boxcar_independent,30,streaming,source_disabled,482.45390585684635,482.45390585684635,482.4539058568464,482.4539058568464,482.45284096018463,482.08561980789057,1.0,0.9999977927494237,0.9992388454971822,0.0,0.1243152732924255
boxcar_hanning_full,10,rotation,actual,482.45390585684635,482.45390585684623,482.453905856823,482.45390573697443,482.4528408403282,482.0856196900643,0.9999999997515855,0.9999977927494552,0.9992388455012011,2.220446049250313e-16,0.11992050664930606
boxcar_hanning_full,10,rotation,source_disabled,482.45390585684635,482.45390585684623,482.453905856823,482.453905856823,482.45284096016127,482.0856198078677,1.0,0.9999977927494238,0.9992388454971832,0.0,0.11992050664930606
boxcar_hanning_full,10,warp,actual,482.45390585684623,482.45390585684623,482.4539058568229,482.45390573696505,482.45284084030914,482.0856196894159,0.9999999997515662,0.9999977927494352,0.9992388454998967,1.6653345369377348e-16,0.11992050664930606
boxcar_hanning_full,10,warp,source_disabled,482.45390585684623,482.45390585684623,482.4539058568229,482.4539058568229,482.45284096016127,482.0856198078676,1.0,0.9999977927494239,0.999238845497183,0.0,0.11992050664930606
boxcar_hanning_full,10,streaming,actual,482.4539058568463,482.4539058568463,482.4539058560922,482.4539037476201,482.4528388510371,482.08561771933614,0.9999999956296921,0.9999977927495772,0.9992388455365389,1.6653345369377348e-16,0.11992050664930606
boxcar_hanning_full,10,streaming,source_disabled,482.4539058568463,482.4539058568463,482.4539058560922,482.4539058560922,482.45284095943043,482.0856198071451,1.0,0.9999977927494236,0.9992388454971992,0.0,0.11992050664930606
boxcar_hanning_full,20,rotation,actual,482.45390585684623,482.45390585684623,482.4539058568462,482.4539058568462,482.45284096018463,482.0856198078906,1.0,0.9999977927494241,0.9992388454971823,0.0,0.11992050664930606
boxcar_hanning_full,20,rotation,source_disabled,482.45390585684623,482.45390585684623,482.4539058568462,482.4539058568462,482.45284096018463,482.0856198078906,1.0,0.9999977927494241,0.9992388454971823,0.0,0.11992050664930606
boxcar_hanning_full,20,warp,actual,482.45390585684623,482.45390585684623,482.45390585684635,482.45390585684635,482.45284096018463,482.08561980789057,1.0,0.9999977927494238,0.9992388454971822,0.0,0.11992050664930606
boxcar_hanning_full,20,warp,source_disabled,482.45390585684623,482.45390585684623,482.45390585684635,482.45390585684635,482.45284096018463,482.08561980789057,1.0,0.9999977927494238,0.9992388454971822,0.0,0.11992050664930606
boxcar_hanning_full,20,streaming,actual,482.45390585684623,482.45390585684623,482.4539058568463,482.4539058568463,482.45284096018463,482.08561980789057,1.0,0.9999977927494239,0.9992388454971822,0.0,0.11992050664930606
boxcar_hanning_full,20,streaming,source_disabled,482.45390585684623,482.45390585684623,482.4539058568463,482.4539058568463,482.45284096018463,482.08561980789057,1.0,0.9999977927494239,0.9992388454971822,0.0,0.11992050664930606
boxcar_hanning_full,30,rotation,actual,482.45390585684623,482.45390585684623,482.4539058568462,482.4539058567476,482.4528409600861,482.0856198077941,0.9999999999997957,0.9999977927494242,0.9992388454971863,2.220446049250313e-16,0.11992050664930606
boxcar_hanning_full,30,rotation,source_disabled,482.45390585684623,482.45390585684623,482.4539058568462,482.4539058568462,482.45284096018463,482.0856198078907,1.0,0.9999977927494241,0.9992388454971824,0.0,0.11992050664930606
boxcar_hanning_full,30,warp,actual,482.4539058568462,482.4539058568463,482.4539058568463,482.45390585674767,482.452840960086,482.0856198077933,0.9999999999997956,0.9999977927494239,0.9992388454971849,1.6653345369377348e-16,0.11992050664930606
boxcar_hanning_full,30,warp,source_disabled,482.4539058568462,482.4539058568463,482.4539058568463,482.4539058568463,482.45284096018463,482.0856198078906,1.0,0.9999977927494239,0.9992388454971823,0.0,0.11992050664930606
boxcar_hanning_full,30,streaming,actual,482.4539058568463,482.4539058568463,482.45390585684595,482.45390585365755,482.452840956996,482.08561980473837,0.9999999999933913,0.9999977927494241,0.9992388454972527,2.220446049250313e-16,0.11992050664930606
boxcar_hanning_full,30,streaming,source_disabled,482.4539058568463,482.4539058568463,482.45390585684595,482.45390585684595,482.45284096018435,482.0856198078904,1.0,0.999997792749424,0.9992388454971824,0.0,0.11992050664930606
boxcar_hanning_decimated,10,rotation,actual,482.45390585684623,482.4539058568463,482.4539058568462,482.4539058558045,482.452840959143,482.0856198068689,0.999999999997841,0.9999977927494241,0.9992388454972221,2.220446049250313e-16,0.12376715509894291
boxcar_hanning_decimated,10,rotation,source_disabled,482.45390585684623,482.4539058568463,482.4539058568462,482.4539058568462,482.4528409601844,482.08561980789045,1.0,0.9999977927494237,0.9992388454971824,0.0,0.12376715509894291
boxcar_hanning_decimated,10,warp,actual,482.45390585684635,482.45390585684623,482.4539058568461,482.4539058558043,482.4528409591426,482.08561980686244,0.9999999999978406,0.9999977927494238,0.9992388454972094,2.220446049250313e-16,0.12376715509894291
boxcar_hanning_decimated,10,warp,source_disabled,482.45390585684635,482.45390585684623,482.4539058568461,482.4539058568461,482.4528409601846,482.08561980789057,1.0,0.9999977927494241,0.9992388454971823,0.0,0.12376715509894291
boxcar_hanning_decimated,10,streaming,actual,482.4539058568463,482.4539058568463,482.4539058568424,482.45390582777344,482.452840931113,482.0856197791382,0.9999999999397476,0.9999977927494262,0.9992388454977982,3.3306690738754696e-16,0.12376715509894291
boxcar_hanning_decimated,10,streaming,source_disabled,482.4539058568463,482.4539058568463,482.4539058568424,482.4539058568424,482.45284096018077,482.08561980788687,1.0,0.9999977927494239,0.9992388454971826,0.0,0.12376715509894291
boxcar_hanning_decimated,20,rotation,actual,482.45390585684635,482.45390585684623,482.4539058568463,482.4539058568463,482.45284096018463,482.0856198078907,1.0,0.9999977927494239,0.9992388454971824,0.0,0.12376715509894293
boxcar_hanning_decimated,20,rotation,source_disabled,482.45390585684635,482.45390585684623,482.4539058568463,482.4539058568463,482.45284096018463,482.0856198078907,1.0,0.9999977927494239,0.9992388454971824,0.0,0.12376715509894293
boxcar_hanning_decimated,20,warp,actual,482.45390585684635,482.4539058568463,482.4539058568463,482.4539058568463,482.45284096018463,482.0856198078906,1.0,0.9999977927494239,0.9992388454971823,0.0,0.12376715509894293
boxcar_hanning_decimated,20,warp,source_disabled,482.45390585684635,482.4539058568463,482.4539058568463,482.4539058568463,482.45284096018463,482.0856198078906,1.0,0.9999977927494239,0.9992388454971823,0.0,0.12376715509894293
boxcar_hanning_decimated,20,streaming,actual,482.45390585684635,482.45390585684635,482.45390585684635,482.45390585684635,482.45284096018463,482.0856198078907,1.0,0.9999977927494238,0.9992388454971824,0.0,0.12376715509894293
boxcar_hanning_decimated,20,streaming,source_disabled,482.45390585684635,482.45390585684635,482.45390585684635,482.45390585684635,482.45284096018463,482.0856198078907,1.0,0.9999977927494238,0.9992388454971824,0.0,0.12376715509894293
boxcar_hanning_decimated,30,rotation,actual,482.4539058568462,482.45390585684623,482.4539058568463,482.453905856846,482.4528409601843,482.0856198078904,0.9999999999999994,0.9999977927494238,0.9992388454971826,2.220446049250313e-16,0.12376715509894293
boxcar_hanning_decimated,30,rotation,source_disabled,482.4539058568462,482.45390585684623,482.4539058568463,482.4539058568463,482.4528409601846,482.0856198078907,1.0,0.9999977927494238,0.9992388454971826,0.0,0.12376715509894293
boxcar_hanning_decimated,30,warp,actual,482.4539058568463,482.45390585684623,482.45390585684635,482.4539058568459,482.45284096018435,482.0856198078904,0.9999999999999991,0.9999977927494241,0.9992388454971824,2.220446049250313e-16,0.12376715509894293
boxcar_hanning_decimated,30,warp,source_disabled,482.4539058568463,482.45390585684623,482.45390585684635,482.45390585684635,482.4528409601846,482.0856198078905,1.0,0.9999977927494237,0.9992388454971822,0.0,0.12376715509894293
boxcar_hanning_decimated,30,streaming,actual,482.45390585684623,482.45390585684623,482.4539058568463,482.45390585682986,482.4528409601682,482.0856198078745,0.9999999999999659,0.9999977927494239,0.9992388454971829,1.6653345369377348e-16,0.12376715509894293
boxcar_hanning_decimated,30,streaming,source_disabled,482.45390585684623,482.45390585684623,482.4539058568463,482.4539058568463,482.4528409601845,482.08561980789057,1.0,0.9999977927494237,0.9992388454971824,0.0,0.12376715509894293
