branch,center,kind,continuum,stored_channel,pre_continuum,post_continuum,native,detector,detector_peak,western_mad,global_mad
boxcar_independent,10,rotation,actual,0,9.322072747823005e-11,8.152686353566715e-11,8.151331596019947e-11,7.989666139914242e-11,1.266577780353909e-12,5.823259502281306e-05,6.218646128819971e-05
boxcar_independent,10,rotation,actual,1,1.5813731800351542e-07,1.5812586687701986e-07,1.5810550435658719e-07,1.5542875687550882e-07,2.4457276640875712e-09,6.217485566654114e-05,6.218646128819971e-05
boxcar_independent,10,rotation,actual,2,7.338505835924814e-05,7.338504715085911e-05,7.337804043043027e-05,7.235080509652197e-05,1.1276519583604905e-06,5.880198224131146e-05,6.218646128819971e-05
boxcar_independent,10,rotation,actual,3,0.009645271604110772,0.009645271593145124,0.009644629348366917,0.009537886184396292,0.00014697055519924442,6.424262108721887e-05,6.218646128819971e-05
boxcar_independent,10,rotation,actual,4,0.3786811832757725,0.37868118326504957,0.378665100166534,0.3755650770078859,0.005705718586158091,5.405102900554768e-05,6.218646128819971e-05
boxcar_independent,10,rotation,actual,5,4.821714936379898,4.8217149363694185,4.821601356681745,4.79532841381948,0.07174256125893398,6.380361130088305e-05,6.218646128819971e-05
boxcar_independent,10,rotation,actual,6,22.660920082199755,22.66092008218952,22.660686754256968,22.592049663259125,0.3322593486414698,6.686971141704664e-05,6.218646128819971e-05
boxcar_independent,10,rotation,actual,7,48.37055840828242,48.37055840827244,48.3704164710399,48.31091078176804,0.7024688980694368,5.758257546138797e-05,6.218646128819971e-05
boxcar_independent,10,rotation,actual,8,63.21624354872315,63.216243548713386,63.21621803472601,63.19618263280529,0.917946932649924,6.087895471076299e-05,6.218646128819971e-05
boxcar_independent,10,rotation,actual,9,67.57912954740013,67.57912954739064,67.57912821049493,67.57447000150982,0.9867428309778956,6.004613226467461e-05,6.218646128819971e-05
boxcar_independent,10,rotation,actual,10,68.37997281453794,68.37997281452867,68.37997277407942,68.37738588233816,0.9999999999999872,6.535114513514285e-05,6.218646128819971e-05
boxcar_independent,10,rotation,actual,11,67.57912954740014,67.57912954739112,67.57912821049543,67.5744700015103,0.986742830977915,5.918056457970381e-05,6.218646128819971e-05
boxcar_independent,10,rotation,actual,12,63.21624354872314,63.21624354871436,63.21621803472698,63.19618263280622,0.9179469326499667,6.461089340161555e-05,6.218646128819971e-05
boxcar_independent,10,rotation,actual,13,48.37055840828243,48.370558408273894,48.370416471041366,48.31091078176946,0.7024688980695186,6.401295506645167e-05,6.218646128819971e-05
boxcar_independent,10,rotation,actual,14,22.660920082199755,22.66092008219146,22.66068675425891,22.59204966326103,0.33225934864158496,5.4187106444062536e-05,6.218646128819971e-05
boxcar_independent,10,rotation,actual,15,4.821714936379899,4.821714936371846,4.821601356684173,4.795328413821858,0.0717425612590709,5.461537871411668e-05,6.218646128819971e-05
