replicate,mse_gain_dex2
0,-2.5061700619210918e-05
1,0.00043154590829336086
2,-9.156932857674709e-05
3,0.0002470432893421186
4,0.0002896846343520649
5,-0.0003710942390774191
6,-0.000501087057205753
7,0.00045208921658991454
8,-0.00019336775545993404
9,0.0002968409199003959
10,-0.0005745546487862796
11,0.0002999840112891264
12,-0.00013109940247986018
13,0.00019159381828020173
14,-0.00022145753098456317
15,-0.00015573783223243095
