grid,ell,x,y,z,gx,gy,gz,is_origin,reused
base12,0.25,0.5,0.0,0.0,-1.7313955039563206e-18,9.971003379949401e-18,0.4279314114443577,False,True
base12,0.25,0.46193976625564337,0.1913417161825449,0.0,-9.574297175533907e-18,3.59270542102837e-18,0.4249924377874474,False,True
base12,0.25,0.3535533905932738,0.3535533905932738,0.0,8.642138595602529e-19,-1.2599226017046276e-17,0.4215615530951209,False,True
base12,0.25,0.19134171618254492,0.46193976625564337,0.0,1.5476558291500807e-18,-2.0698622655527604e-17,0.41947625751947126,False,True
base12,0.25,3.061616997868383e-17,0.5,0.0,1.2284078018870728e-19,-4.759787513875466e-18,0.4197297423392266,False,True
base12,0.25,-0.19134171618254486,0.46193976625564337,0.0,1.037486331397166e-18,-7.10273580828235e-18,0.4216710670667351,False,True
base12,0.25,-0.35355339059327373,0.3535533905932738,0.0,-2.5061602689339266e-18,-6.048210902769944e-18,0.42422327316225866,False,True
base12,0.25,-0.46193976625564337,0.19134171618254495,0.0,-3.3456366254263375e-18,4.172525203799462e-18,0.4263178503608141,False,True
base12,0.25,-0.5,6.123233995736766e-17,0.0,-1.740300295794667e-17,1.610866774090473e-17,0.42697391144894775,False,True
base12,0.25,-0.4619397662556434,-0.19134171618254484,0.0,-6.7300364537097495e-18,-6.82219952831497e-18,0.42511693683528484,False,True
base12,0.25,-0.35355339059327384,-0.35355339059327373,0.0,6.700011980282594e-18,-2.0763993028867345e-17,0.42215743496387736,False,True
base12,0.25,-0.19134171618254517,-0.46193976625564326,0.0,-1.2859398385416666e-18,-2.2868465248953074e-17,0.4200205001264088,False,True
base12,0.25,-9.184850993605148e-17,-0.5,0.0,-1.7830289734841246e-17,-1.8795599509644985e-17,0.42000290344002655,False,True
base12,0.25,0.191341716182545,-0.4619397662556433,0.0,-4.549123136878424e-18,-1.623978778294501e-17,0.42170652521058416,False,True
base12,0.25,0.3535533905932737,-0.35355339059327384,0.0,8.034222691016757e-18,-8.753277345947027e-18,0.42477681477499096,False,True
base12,0.25,0.46193976625564326,-0.1913417161825452,0.0,1.522585788275752e-17,-4.599025247041656e-18,0.4275141335420864,False,True
base12,0.25,1.0,0.0,0.0,-1.2662487581597788e-17,-2.3760398009030685e-18,0.4250436044388377,False,True
base12,0.25,0.9238795325112867,0.3826834323650898,0.0,-1.4362497297020642e-17,-7.691846124501296e-18,0.41580196697535393,False,True
base12,0.25,0.7071067811865476,0.7071067811865476,0.0,-6.2034678677130694e-18,-7.381187012517892e-18,0.40436576987952166,False,True
base12,0.25,0.38268343236508984,0.9238795325112867,0.0,-2.191300392825641e-19,3.4283697743992097e-18,0.39669667615238036,False,True
base12,0.25,6.123233995736766e-17,1.0,0.0,-1.355871449391319e-17,5.684808918570568e-19,0.39941962006739806,False,True
base12,0.25,-0.3826834323650897,0.9238795325112867,0.0,1.2264114431585713e-18,5.157932359196541e-18,0.4040295231073676,False,True
base12,0.25,-0.7071067811865475,0.7071067811865476,0.0,8.163935368867806e-18,1.677105590391885e-18,0.41373486692317074,False,True
base12,0.25,-0.9238795325112867,0.3826834323650899,0.0,9.819334686730364e-18,-8.071722477026796e-18,0.4212215120555746,False,True
base12,0.25,-1.0,1.2246467991473532e-16,0.0,1.8551385325132986e-17,-4.081422897487977e-18,0.42168769896250985,False,True
base12,0.25,-0.9238795325112868,-0.38268343236508967,0.0,6.418420564843549e-18,4.543303736399958e-18,0.41547043402984635,False,True
base12,0.25,-0.7071067811865477,-0.7071067811865475,0.0,1.8766476561038063e-17,-8.585352776486196e-18,0.4043171739884441,False,True
base12,0.25,-0.38268343236509034,-0.9238795325112865,0.0,-8.807209616310416e-18,1.7909198018760583e-17,0.3948872079008195,False,True
base12,0.25,-1.8369701987210297e-16,-1.0,0.0,1.0402166194252499e-17,2.102961984722154e-17,0.3932372126127464,False,True
base12,0.25,0.38268343236509,-0.9238795325112866,0.0,9.590269880416506e-19,1.6573376415819794e-17,0.3994814224166922,False,True
base12,0.25,0.7071067811865474,-0.7071067811865477,0.0,-1.0783490772714073e-17,1.0650584714610108e-17,0.4121052249460534,False,True
base12,0.25,0.9238795325112865,-0.3826834323650904,0.0,-1.2489889774537962e-17,1.9992916588458733e-18,0.42321157318506064,False,True
base12,0.25,1.5,0.0,0.0,9.762110754022884e-19,-6.005023885984786e-18,0.4181343956666753,False,True
base12,0.25,1.38581929876693,0.5740251485476346,0.0,2.5418527677718647e-18,-2.771231387852934e-19,0.40336345176859933,False,True
base12,0.25,1.0606601717798214,1.0606601717798214,0.0,-7.320126144155103e-18,2.2821076923922126e-18,0.3790178578213303,False,True
base12,0.25,0.5740251485476348,1.38581929876693,0.0,-5.1718521162309766e-18,-6.174925977546399e-18,0.3770503452341614,False,True
base12,0.25,9.184850993605148e-17,1.5,0.0,2.936330809984259e-18,-4.328587199020646e-18,0.3999363086029629,False,True
base12,0.25,-0.5740251485476346,1.38581929876693,0.0,1.4392239239681033e-17,-1.8956082891207568e-17,0.37978099003497856,False,True
base12,0.25,-1.0606601717798212,1.0606601717798214,0.0,1.3070283778083493e-17,-1.0843700920708094e-17,0.3913921959865237,False,True
base12,0.25,-1.38581929876693,0.5740251485476349,0.0,1.1893357097114242e-17,2.5856266083001665e-18,0.4114178638880566,False,True
base12,0.25,-1.5,1.8369701987210297e-16,0.0,1.4944207581670125e-17,-2.5697939877345725e-18,0.41371356883225896,False,True
base12,0.25,-1.3858192987669302,-0.5740251485476345,0.0,6.657243675259975e-18,-4.670818672687752e-18,0.40181221494692265,False,True
base12,0.25,-1.0606601717798214,-1.0606601717798212,0.0,2.290372131029272e-18,1.8043310215333508e-17,0.3785861253168102,False,True
base12,0.25,-0.5740251485476355,-1.3858192987669298,0.0,9.865568446591034e-18,2.7575941643721717e-20,0.37088952291932537,False,True
base12,0.25,-2.755455298081545e-16,-1.5,0.0,-4.863603083148102e-18,-1.3764992804324995e-18,0.3652173687918463,False,True
base12,0.25,0.574025148547635,-1.38581929876693,0.0,2.0224760907026017e-18,5.4808105178469176e-18,0.36996963840950337,False,True
