omega,r0,kind,time,radius,energy,internal_signed_energy,q,q_equilibrium
0.2,1.0,circular,0.0,1.0,-0.05008209825629068,-3.116354199010295e-05,0.03947375203227009,0.03947375203227009
0.2,1.0,circular,0.1,1.0000000000000002,-0.05008209825629066,-3.116354199010295e-05,0.03947375203227009,0.03947375203227009
0.2,1.0,circular,0.2,1.0000000000000002,-0.05008209825629066,-3.116354199010295e-05,0.03947375203227009,0.03947375203227009
0.2,1.0,circular,0.30000000000000004,1.0000000000000002,-0.05008209825629067,-3.116354199010295e-05,0.03947375203227009,0.03947375203227009
0.2,1.0,circular,0.4,1.0000000000000002,-0.05008209825629067,-3.116354199010295e-05,0.03947375203227009,0.03947375203227009
0.2,1.0,circular,0.5,1.0000000000000002,-0.05008209825629066,-3.116354199010295e-05,0.03947375203227009,0.03947375203227009
0.2,1.0,circular,0.6000000000000001,1.0000000000000004,-0.05008209825629065,-3.116354199010295e-05,0.03947375203227009,0.03947375203227009
0.2,1.0,circular,0.7000000000000001,1.0000000000000004,-0.05008209825629066,-3.116354199010295e-05,0.03947375203227009,0.03947375203227009
0.2,1.0,circular,0.8,1.0000000000000002,-0.0500820982562907,-3.116354199010295e-05,0.03947375203227009,0.03947375203227009
0.2,1.0,circular,0.9,1.0000000000000004,-0.050082098256290675,-3.116354199010295e-05,0.03947375203227009,0.03947375203227009
0.2,1.0,circular,1.0,1.0000000000000007,-0.050082098256290654,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,1.1,1.0000000000000004,-0.050082098256290675,-3.116354199010295e-05,0.03947375203227009,0.03947375203227009
0.2,1.0,circular,1.2000000000000002,1.0000000000000004,-0.05008209825629068,-3.116354199010295e-05,0.03947375203227009,0.03947375203227009
0.2,1.0,circular,1.3,1.0000000000000009,-0.05008209825629064,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,1.4000000000000001,1.0000000000000007,-0.05008209825629066,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,1.5,1.0000000000000007,-0.050082098256290654,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,1.6,1.0000000000000007,-0.05008209825629067,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,1.7000000000000002,1.0000000000000009,-0.05008209825629065,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,1.8,1.0000000000000009,-0.05008209825629067,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,1.9000000000000001,1.0000000000000009,-0.05008209825629066,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,2.0,1.0000000000000009,-0.05008209825629067,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,2.1,1.0000000000000009,-0.05008209825629069,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,2.2,1.0000000000000009,-0.05008209825629068,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,2.3000000000000003,1.0000000000000009,-0.05008209825629067,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,2.4000000000000004,1.0000000000000009,-0.05008209825629066,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,2.5,1.0000000000000009,-0.05008209825629066,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,2.6,1.0000000000000009,-0.05008209825629065,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,2.7,1.0000000000000009,-0.05008209825629066,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,2.8000000000000003,1.0000000000000009,-0.05008209825629068,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,2.9000000000000004,1.0000000000000009,-0.05008209825629067,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,3.0,1.0000000000000007,-0.05008209825629069,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,3.1,1.0000000000000009,-0.050082098256290675,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,3.2,1.0000000000000009,-0.05008209825629067,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,3.3000000000000003,1.0000000000000009,-0.05008209825629068,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,3.4000000000000004,1.0000000000000009,-0.050082098256290675,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,3.5,1.0000000000000009,-0.05008209825629067,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,3.6,1.0000000000000009,-0.05008209825629066,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,3.7,1.0000000000000009,-0.05008209825629066,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,3.8000000000000003,1.0000000000000009,-0.05008209825629066,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,3.9000000000000004,1.0000000000000009,-0.050082098256290654,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,4.0,1.0000000000000007,-0.05008209825629067,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,4.1000000000000005,1.0000000000000007,-0.05008209825629066,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,4.2,1.0000000000000007,-0.05008209825629067,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,4.3,1.0000000000000007,-0.05008209825629065,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
0.2,1.0,circular,4.4,1.0000000000000007,-0.05008209825629064,-3.116354199010294e-05,0.03947375203227009,0.03947375203227008
