case,perturbation,newton_vector_relative_rms,newton_maximum_ring_relative_rms,mond_vector_relative_rms,mond_maximum_ring_relative_rms,gates_pass
common_thin,lateral,0.01377537751958592,0.017415360920352865,0.012453699857306266,0.01793611297104681,True
common_thin,vertical,0.0021610903948478524,0.0029976361725267795,0.0022793074848084633,0.0033776159010837437,True
common_thin,box,4.354890402107425e-05,0.0004434434053145819,0.001915231015478966,0.007903338281240001,True
common_mixed,lateral,0.013659779465490868,0.01873542023426793,0.0122130012055874,0.018815749772487712,True
common_mixed,vertical,0.0012356383344266542,0.0017150298766308999,0.001352484252761961,0.00217204046646897,True
common_mixed,box,4.006156153742718e-05,0.0004062327197222671,0.0018744856165518917,0.0076277681109868,True
