grid,ell,direction,x,y,z,gx,gy,gz,is_origin
base,0.25,0,0.5,0.0,0.0,0.6939343652082085,-0.007937879540152792,0.0,False
base,0.25,0,0.46193976625564337,0.1913417161825449,0.0,0.691794719096021,-0.008053850022983339,0.0,False
base,0.25,0,0.3535533905932738,0.3535533905932738,0.0,0.6885583995750403,-0.007681416211049897,0.0,False
base,0.25,0,0.19134171618254492,0.46193976625564337,0.0,0.6843150965639933,-0.006408083003661659,9.914504742237328e-19,False
base,0.25,0,3.061616997868383e-17,0.5,0.0,0.6806460156453034,-0.003099402640033167,0.0,False
base,0.25,0,-0.19134171618254486,0.46193976625564337,0.0,0.6805210609640977,0.0011776674843318935,9.914504742237338e-19,False
base,0.25,0,-0.35355339059327373,0.3535533905932738,0.0,0.6833339003713421,0.0026402880245837224,0.0,False
base,0.25,0,-0.46193976625564337,0.19134171618254495,0.0,0.6864067073140045,0.002508785359546142,-3.96580189689493e-18,False
base,0.25,0,-0.5,6.123233995736766e-17,0.0,0.6883468576072993,0.0031312273093710985,0.0,False
base,0.25,0,-0.4619397662556434,-0.19134171618254484,0.0,0.6898664544495472,0.005076179364030841,-3.965801896894931e-18,False
base,0.25,0,-0.35355339059327384,-0.35355339059327373,0.0,0.6911109325935488,0.0059177440637975445,0.0,False
base,0.25,0,-0.19134171618254517,-0.46193976625564326,0.0,0.6919709887524607,0.005447901187456231,-3.256188863956779e-18,False
base,0.25,0,-9.184850993605148e-17,-0.5,0.0,0.6929172910800183,0.0037278306976752046,-1.3877787807814452e-17,False
base,0.25,0,0.191341716182545,-0.4619397662556433,0.0,0.6946830359103425,0.0010511349393165664,-3.256188863956788e-18,False
base,0.25,0,0.3535533905932737,-0.35355339059327384,0.0,0.6957441117981168,-0.0024573800367058795,0.0,False
base,0.25,0,0.46193976625564326,-0.1913417161825452,0.0,0.6954478678817608,-0.005840876874025663,0.0,False
base,0.25,0,1.0,0.0,0.0,0.7025986458663196,-0.010013066866105369,0.0,False
base,0.25,0,0.9238795325112867,0.3826834323650898,0.0,0.7038316549001358,-0.0065644705610976035,0.0,False
base,0.25,0,0.7071067811865476,0.7071067811865476,0.0,0.7004200963789244,-0.008783872664248477,0.0,False
base,0.25,0,0.38268343236508984,0.9238795325112867,0.0,0.6845645766098123,-0.018699792114587107,0.0,False
base,0.25,0,6.123233995736766e-17,1.0,0.0,0.6569619980128838,0.009096053324464117,-1.3877787807814454e-17,False
base,0.25,0,-0.3826834323650897,0.9238795325112867,0.0,0.6742894746524657,0.03075024482248463,0.0,False
base,0.25,0,-0.7071067811865475,0.7071067811865476,0.0,0.6910886688633849,0.013390576084694744,0.0,False
base,0.25,0,-0.9238795325112867,0.3826834323650899,0.0,0.6962184597046712,0.005486389930374466,0.0,False
base,0.25,0,-1.0,1.2246467991473532e-16,0.0,0.6987731071086611,0.006232415584540574,0.0,False
base,0.25,0,-0.9238795325112868,-0.38268343236508967,0.0,0.700709240613313,0.014015620131075116,0.0,False
base,0.25,0,-0.7071067811865477,-0.7071067811865475,0.0,0.7012267293482987,0.013950647796171537,0.0,False
base,0.25,0,-0.38268343236509034,-0.9238795325112865,0.0,0.6955271180168642,0.018373683225355444,0.0,False
base,0.25,0,-1.8369701987210297e-16,-1.0,0.0,0.6981403088161854,0.022104920858806158,0.0,False
base,0.25,0,0.38268343236509,-0.9238795325112866,0.0,0.7048996248884638,0.010476126377575876,0.0,False
base,0.25,0,0.7071067811865474,-0.7071067811865477,0.0,0.7098735873199191,-0.0018769638116272584,0.0,False
base,0.25,0,0.9238795325112865,-0.3826834323650904,0.0,0.7061646863892429,-0.011572260226250419,0.0,False
base,0.25,0,1.5,0.0,0.0,0.7137916896491907,-0.010514634133320655,0.0,False
base,0.25,0,1.38581929876693,0.5740251485476346,0.0,0.7216486518554501,0.010048069837226488,6.005680127466276e-17,False
base,0.25,0,1.0606601717798214,1.0606601717798214,0.0,0.737285243288538,0.01614999137950664,0.0,False
base,0.25,0,0.5740251485476348,1.38581929876693,0.0,0.7086589498568958,-0.010749741413979169,0.0,False
base,0.25,0,9.184850993605148e-17,1.5,0.0,0.5967408740000257,0.020331306295352555,-1.3877787807814452e-17,False
base,0.25,0,-0.5740251485476346,1.38581929876693,0.0,0.7119428859753784,0.04488410885929332,0.0,False
base,0.25,0,-1.0606601717798212,1.0606601717798214,0.0,0.729728442782744,-0.010071677555429233,0.0,False
base,0.25,0,-1.38581929876693,0.5740251485476349,0.0,0.7153681269769487,-0.004496805826750004,0.0,False
base,0.25,0,-1.5,1.8369701987210297e-16,0.0,0.7161398218974762,0.00953161969398186,0.0,False
base,0.25,0,-1.3858192987669302,-0.5740251485476345,0.0,0.723037180962268,0.03229117027248472,0.0,False
base,0.25,0,-1.0606601717798214,-1.0606601717798212,0.0,0.7329978174125358,0.041382022969007934,0.0,False
base,0.25,0,-0.5740251485476355,-1.3858192987669298,0.0,0.7057731810786438,0.04669094450096384,0.0,False
base,0.25,0,-2.755455298081545e-16,-1.5,0.0,0.7106958172958333,0.015663355455499923,0.0,False
base,0.25,0,0.574025148547635,-1.38581929876693,0.0,0.7492850821207837,-0.020166244637508143,0.0,False
base,0.25,0,1.060660171779821,-1.0606601717798214,0.0,0.7705929515277634,-0.052316255193712295,0.0,False
base,0.25,0,1.3858192987669298,-0.5740251485476355,0.0,0.7304371545004544,-0.042805644183711314,0.0,False
base,0.25,0,2.0,0.0,0.0,0.752646413056778,-0.021165977328073904,0.0,False
base,0.25,0,1.8477590650225735,0.7653668647301796,0.0,0.7591303518053603,0.05694241201525587,5.076226428025515e-16,False
base,0.25,0,1.4142135623730951,1.4142135623730951,0.0,0.7851467177682792,0.06679180381205632,0.0,False
base,0.25,0,0.7653668647301797,1.8477590650225735,0.0,0.7787629861344629,0.06425770363800538,1.269056607006378e-16,False
base,0.25,0,1.2246467991473532e-16,2.0,0.0,0.614080510501764,0.005583784808718053,2.0816681711721676e-17,False
base,0.25,0,-0.7653668647301795,1.8477590650225735,0.0,0.7882926731720075,-0.040059382176114385,0.0,False
base,0.25,0,-1.414213562373095,1.4142135623730951,0.0,0.776605906217793,-0.06024501745187497,1.0009626213055904e-16,False
base,0.25,0,-1.8477590650225735,0.7653668647301798,0.0,0.7547092675805359,-0.04146119606918392,0.0,False
base,0.25,0,-2.0,2.4492935982947064e-16,0.0,0.7530243514873658,0.017151028871296145,0.0,False
base,0.25,0,-1.8477590650225737,-0.7653668647301793,0.0,0.761177688879374,0.060335588463874004,0.0,False
