branch,family,galaxy,mean_mse_mond,mean_mse_candidate,difference,leave_this_galaxy_out_gain_percent
return,finite_mix,UGC00128,0.0033706631673170034,0.00491288962918186,-0.001542226461864857,0.6432696956755063
return,finite_mix,UGC00191,0.00436824723688908,0.009310654479765451,-0.004942407242876371,0.9614981700017288
return,finite_mix,UGC00731,0.0168100256570493,0.00995897975539387,0.006851045901655429,-0.1418396966227781
return,finite_mix,UGC00891,0.004206055904194825,0.004127462858306106,7.85930458887191e-05,0.49238516335475807
return,finite_mix,UGC02259,0.01950153009505247,0.02848869486825742,-0.00898716477320495,1.3585460362075221
return,finite_mix,UGC02487,0.01127001702852514,0.005811735724901145,0.0054582813036239955,-0.010151041511123175
return,finite_mix,UGC02916,0.0039664773692413636,0.005335296367689482,-0.0013688189984481184,0.6274347553558146
return,finite_mix,UGC02953,0.005272402023355622,0.00355996715903825,0.001712434864317372,0.34012116377657553
return,finite_mix,UGC03205,0.002841277823490435,0.0016198956751298816,0.0012213821483605532,0.38515634690329087
return,finite_mix,UGC03580,0.015796448219925697,0.01648632027603478,-0.0006898720561090838,0.5703349070573518
return,finite_mix,UGC04325,0.021638262495218247,0.03886106328502911,-0.017222800789810866,2.143251944500324
return,finite_mix,UGC04483,0.007715400392875418,0.011519086569682863,-0.003803686176807445,0.857806314044783
return,finite_mix,UGC04499,0.002165142505229886,0.0009747380757561749,0.0011904044294737109,0.3878014269379693
return,finite_mix,UGC05414,0.0027465272591835448,0.00023853099544911055,0.002507996263734434,0.2651146278997853
return,finite_mix,UGC05716,0.003383195774939405,0.0016574360013403584,0.0017257597735990467,0.3382778605076766
return,finite_mix,UGC05750,0.033929269022505065,0.023082937723203394,0.010846331299301671,-0.5279923271503347
return,finite_mix,UGC05764,0.022077163560370067,0.04224509866973349,-0.020167935109363426,2.423893994711555
return,finite_mix,UGC05829,0.0016475250523608797,0.0007873539402354066,0.000860171112125473,0.41838503599856225
return,finite_mix,UGC06399,0.002791689102489593,0.005163030772623562,-0.002371341670133969,0.7202604667146039
return,finite_mix,UGC06614,0.003416863056913974,0.004880216017453102,-0.001463352960539128,0.6359359812790639
